year_id,Grade_id,Location_id,Math Number Tested,Math Mean Scale Score,ELA Number Tested,ELA Mean Scale Score
11,4,10135,53,274.0943298,49,283.1428528
12,4,10135,55,281.9454651,53,282.6981201
13,4,10135,38,276.2894592,36,277.3888855
14,4,10135,47,266.3616943,45,288.0666809
15,4,10135,50,585.539978,53,591.9622803
16,4,10135,59,586.0678101,60,589.8499756
10,5,10135,61,259.7868958,59,260.5762634
11,5,10135,78,278.2692261,74,285.6756897
12,5,10135,51,271.098053,50,285.1000061
13,5,10135,56,270.16070560000003,56,289.625
14,5,10135,47,259.9574585,48,282.4166565
15,5,10135,52,590.0192261,52,593.1730957
16,5,10135,59,580.6271362,56,594.7857056
17,5,10135,19,574.2105103,32,596.875
10,0,10136,43,275.5116272,42,276.2619019
11,0,10136,43,273.1860352,44,263.2045593
12,0,10136,36,286.8611145,36,274.1388855
13,0,10136,24,301.375,24,296.7083435
14,0,10136,28,280.28570560000003,26,283.9230652
15,0,10136,31,581.6451416,25,585.1199951
16,0,10136,18,591.388916,16,593.0625
17,0,10136,23,586.2608643,22,592.9545288
10,1,10136,45,268.7333374,45,279.3110962
11,1,10136,34,274.2352905,35,273.6285706
12,1,10136,30,276.2333374,30,287.8666687
13,1,10136,38,277.5,38,284.1315918
14,1,10136,25,272.0400085,25,289.480011
15,1,10136,35,580.1714478,32,587.53125
16,1,10136,28,577.8214111,28,583.6071167
17,1,10136,11,576.7272949,10,585.2000122
10,2,10136,33,281.3030396,33,281.1515198
11,2,10136,42,270.0714417,41,276.0243835
12,2,10136,38,278.921051,37,290.8648682
13,2,10136,31,278.580658,31,280.6774292
14,2,10136,38,290.1052551,34,290.0294189
15,2,10136,28,586.0714111,26,592.4230957
16,2,10136,31,588.7741699,31,587.6774292
17,2,10136,21,585.2857056,21,598.2380981
11,3,10137,62,268.3225708,62,283.612915
12,3,10137,47,267.0638428,50,281.5
13,3,10137,48,268.7291565,49,292.4285583
14,3,10137,57,263.3859558,57,277.7543945
15,3,10137,53,587.9244995,53,583.43396
16,3,10137,46,592.8695679,45,589.7333374
17,3,10137,13,579.2307739,12,589.333313
12,4,10137,62,279.0322571,61,290.7868958
13,4,10137,47,274.5106506,48,290.6458435
14,4,10137,46,272.9347839,46,291.5869446
15,4,10137,58,578.8103638,56,589.875
16,4,10137,44,586.2272949,45,586.6444702
17,4,10137,13,568.2307739,17,591.5882568
13,5,10137,40,273.2999878,64,301.71875
17,5,10137,22,592.6818237,25,594.1599731
10,0,10138,43,284.325592,43,285.116272
11,0,10138,44,277.5681763,45,279.6666565
12,0,10138,41,277.7804871,43,283.883728
13,0,10138,37,278.0540466,36,298.194458
14,0,10138,52,288.7307739,49,298.4898071
15,0,10138,47,581.0425415,45,585.1555786
16,0,10138,35,598.68573,35,595.0571289
17,0,10138,24,589.333313,24,590.083313
10,1,10138,53,274.2452698,53,288.4905701
11,1,10138,41,276.6097412,41,267.4146423
12,1,10138,43,280.6278992,43,277.4883728
13,1,10138,36,259.444458,36,292.75
14,1,10138,38,266.3157959,38,291.8947449
15,1,10138,44,583.75,42,585.0238037
16,1,10138,46,586.6738892,45,588.7555542
17,1,10138,28,590.1071167,27,589.1851807
10,2,10138,34,280.9705811,34,292.0294189
11,2,10138,47,273.9574585,46,282.9130554
12,2,10138,35,272.3999939,34,276.6470642
13,2,10138,35,290.1428528,33,295.8484802
14,2,10138,33,299.4242554,33,307.3939514
15,2,10138,38,578.0789185,36,586.861084
16,2,10138,40,588.0,40,596.875
17,2,10138,30,592.2999878,31,599.2258301
10,0,10139,113,297.3539734,107,288.3831787
11,0,10139,97,291.2577209,94,281.3510742
12,0,10139,76,303.1973572,75,280.5066528
13,0,10139,70,299.3714294,69,294.8115845
14,0,10139,82,289.2438965,79,284.9367065
15,0,10139,86,598.3255615,83,593.2529907
16,0,10139,68,601.0147095,65,593.9077148
17,0,10139,38,589.0,35,590.2000122
10,1,10139,103,284.4660339,104,284.2980652
11,1,10139,112,291.4375,111,289.8017883
12,1,10139,104,278.7788391,97,279.4226685
13,1,10139,81,294.777771,77,294.2987061
14,1,10139,80,292.9249878,77,295.5844116
15,1,10139,83,583.8795166,82,587.8536377
16,1,10139,90,589.166687,90,582.1889038
17,1,10139,40,581.2000122,39,579.5128174
10,2,10139,95,282.7473755,91,282.8241882
11,2,10139,78,291.5769348,78,286.0897522
12,2,10139,102,295.7156982,97,285.7628784
13,2,10139,112,299.22320560000003,109,278.4311829
14,2,10139,68,297.9264832,69,288.4202881
15,2,10139,78,599.2307739,73,595.630127
16,2,10139,76,593.9473877,77,587.8051758
17,2,10139,50,579.7999878,47,587.5106201
10,3,10139,115,290.6608582,106,284.3018799
11,3,10139,121,299.3801575,117,286.615387
12,3,10139,111,288.0630493,105,288.5142822
13,3,10139,114,295.0701904,112,293.97320560000003
14,3,10139,114,283.2982483,114,281.7982483
15,3,10139,104,586.4903564,100,588.7800293
16,3,10139,102,598.0980225,100,593.5
17,3,10139,82,586.3292847,77,598.5454712
10,4,10139,110,281.0090942,108,280.5370483
11,4,10139,116,285.25,113,280.8583984
12,4,10139,113,293.8052979,110,288.5454407
13,4,10139,101,290.0594177,100,292.2600098
14,4,10139,114,295.078949,112,296.66070560000003
15,4,10139,117,590.7179565,112,593.4553833
16,4,10139,116,593.6638184,109,589.2018433
17,4,10139,96,591.229187,94,596.3829956
10,5,10139,111,280.1711731,111,276.4144287
11,5,10139,115,281.5913086,111,282.0990906
12,5,10139,120,278.3666687,116,284.870697
13,5,10139,117,287.7094116,113,292.8495483
14,5,10139,93,279.44085689999997,98,302.336731
15,5,10139,114,596.6842041,114,594.8508911
16,5,10139,110,594.5,115,589.7913208
17,5,10139,84,588.7857056,106,590.71698
10,0,10140,63,291.5396729,63,292.8412781
11,0,10140,66,271.9545593,65,271.7384644
12,0,10140,55,277.690918,54,275.4629517
13,0,10140,52,297.9038391,48,289.9583435
14,0,10140,56,288.08929439999997,55,284.309082
15,0,10140,47,594.5319214,45,598.0
16,0,10140,41,598.0,40,596.5250244
17,0,10140,40,577.7000122,41,581.2438965
10,1,10140,58,281.6724243,57,287.8070068
11,1,10140,64,276.625,61,285.1639404
12,1,10140,63,278.4920654,63,283.7460327
13,1,10140,53,281.3396301,52,290.9615479
14,1,10140,50,277.2600098,49,291.040802
15,1,10140,51,592.2745361,49,590.4898071
16,1,10140,44,591.5227051,44,593.75
17,1,10140,40,570.2249756,40,569.2000122
10,2,10140,45,267.6222229,44,273.9545593
11,2,10140,47,281.1914978,46,282.8260803
12,2,10140,56,287.96429439999997,56,281.08929439999997
13,2,10140,60,299.5499878,58,288.1034546
14,2,10140,44,309.6818237,41,295.7804871
15,2,10140,55,584.7454834,50,593.3800049
16,2,10140,56,599.4642944,55,602.5636597
17,2,10140,56,583.3571167,54,592.0925903
10,0,10141,37,260.4053955,37,256.3243103
11,0,10141,22,276.9545593,22,264.0454407
12,0,10141,27,275.6666565,26,278.115387
13,0,10141,34,286.5,34,284.3235168
14,0,10141,30,287.7000122,27,287.0370483
15,0,10141,24,585.416687,24,585.625
16,0,10141,43,573.1627808,42,572.5476074
17,0,10141,18,585.611084,19,582.5789185
10,1,10141,37,260.216217,35,263.1714172
11,1,10141,29,259.2069092,29,264.0
12,1,10141,25,274.3200073,25,269.9200134
13,1,10141,31,252.0967712,29,279.6551819
14,1,10141,37,269.2702637,37,293.2432556
15,1,10141,35,580.0,32,585.78125
16,1,10141,27,581.0370483,28,584.3928833
17,1,10141,24,572.625,23,578.7391357
10,2,10141,35,262.9428711,34,263.2647095
11,2,10141,27,265.777771,25,273.5599976
12,2,10141,21,259.3809509,19,259.8947449
13,2,10141,24,270.4583435,24,253.9583282
14,2,10141,20,262.6499939,20,265.4500122
15,2,10141,41,588.0975342,38,596.3157959
16,2,10141,39,581.333313,39,581.3846436
17,2,10141,31,583.2258301,31,589.6451416
10,0,10142,73,263.6438293,75,271.4133301
11,0,10142,38,280.2894592,37,283.216217
12,0,10142,47,292.4680786,46,289.1956482
13,0,10142,44,286.8409119,42,293.8095093
14,0,10142,51,279.901947,48,288.0625
15,0,10142,48,583.770813,49,584.0203857
16,0,10142,40,583.7999878,40,591.7249756
17,0,10142,18,590.166687,18,590.666687
10,1,10142,42,280.4761963,40,281.25
11,1,10142,62,269.8387146,61,274.7049255
12,1,10142,35,280.8285828,34,280.7352905
13,1,10142,46,287.5652161,46,299.6956482
14,1,10142,47,263.7234192,45,288.2888794
15,1,10142,56,585.3214111,56,584.25
16,1,10142,46,583.1521606,44,582.9318237
17,1,10142,25,577.0800171,25,583.4400024
10,2,10142,37,265.4594727,32,280.59375
11,2,10142,34,283.8823547,34,285.1470642
12,2,10142,58,288.6551819,56,276.96429439999997
13,2,10142,35,279.3999939,35,268.1428528
14,2,10142,42,274.7619019,39,287.8461609
15,2,10142,36,580.638916,37,594.2702637
16,2,10142,49,573.0612183,46,580.3261108
17,2,10142,40,591.9749756,40,594.375
10,0,10143,78,277.3717957,78,267.884613
11,0,10143,94,266.4787292,91,262.5274658
12,0,10143,81,273.0617371,82,273.76828
13,0,10143,69,282.9855042,65,290.0
14,0,10143,49,276.28570560000003,52,285.365387
15,0,10143,66,586.3787842,63,593.7619019
16,0,10143,52,586.2115479,50,595.8200073
17,0,10143,42,584.5714111,39,586.7692261
10,1,10143,78,280.7051392,78,282.9487305
11,1,10143,76,278.4078979,72,285.9583435
12,1,10143,74,273.0946045,75,276.3200073
13,1,10143,79,271.6202393,76,289.078949
14,1,10143,67,276.8805847,66,286.4545593
15,1,10143,48,590.854187,47,597.7659302
16,1,10143,61,594.3934326,58,592.4138184
17,1,10143,34,587.5882568,34,588.1176758
10,2,10143,68,272.0588379,68,280.3970642
11,2,10143,71,285.4084473,69,281.6956482
12,2,10143,72,281.25,72,279.1388855
13,2,10143,65,276.4153748,64,273.53125
14,2,10143,65,283.3999939,63,278.3650818
15,2,10143,63,586.5714111,65,592.8461304
16,2,10143,54,584.4815063,51,590.2745361
17,2,10143,36,573.472229,35,588.9714355
10,3,10144,62,273.3548279,61,275.7213135
11,3,10144,41,265.487793,42,277.7380981
12,3,10144,61,256.8196716,61,278.2131042
13,3,10144,49,264.3673401,49,276.8571472
14,3,10144,48,257.1875,47,275.4680786
15,3,10144,34,580.7352905,33,586.1212158
16,3,10144,21,579.9047852,20,580.5999756
17,3,10144,18,581.611084,18,599.777771
10,4,10144,49,286.836731,49,286.9183655
11,4,10144,62,278.8709717,62,278.8064575
12,4,10144,38,264.3421021,39,270.8717957
13,4,10144,52,261.0961609,52,283.75
14,4,10144,77,265.4415588,77,291.662323
15,4,10144,55,583.963623,54,592.611084
16,4,10144,43,580.116272,42,589.2380981
17,4,10144,23,581.6956787,23,595.6087036
10,5,10144,96,281.96875,97,284.6288757
11,5,10144,61,282.7213135,60,284.1666565
12,5,10144,58,264.1896667,59,275.4745789
13,5,10144,36,256.944458,36,289.3333435
14,5,10144,79,261.8860779,82,292.0975647
15,5,10144,72,586.097229,74,593.1756592
16,5,10144,19,605.2105103,52,592.3076782
17,5,10144,8,606.125,26,594.5
10,0,10145,36,307.777771,35,303.7999878
11,0,10145,43,290.9302368,43,303.0930176
12,0,10145,35,308.1428528,34,312.0
13,0,10145,37,301.3513489,37,306.8378296
14,0,10145,36,312.055542,37,316.783783
15,0,10145,40,603.5250244,38,599.2631836
16,0,10145,33,607.0,34,607.4705811
17,0,10145,28,596.0357056,26,600.4230957
10,1,10145,36,300.5,36,305.5833435
11,1,10145,35,306.8857117,35,311.8857117
12,1,10145,42,285.7619019,42,297.0238037
13,1,10145,32,317.21875,32,322.0
14,1,10145,41,295.4390259,41,309.1951294
15,1,10145,39,601.4359131,39,604.2820435
16,1,10145,40,598.8250122,40,600.5999756
17,1,10145,32,592.46875,31,601.9354858
10,2,10145,34,299.5882263,34,306.3529358
11,2,10145,35,298.7714233,35,305.0
12,2,10145,32,306.34375,31,307.419342
13,2,10145,43,296.7209167,43,291.2325439
14,2,10145,37,313.5675659,37,310.2973022
15,2,10145,37,597.810791,37,599.810791
16,2,10145,35,602.0285645,35,599.5428467
17,2,10145,25,583.2800293,25,600.3599854
10,3,10146,91,348.0109863,92,334.3369446
11,3,10146,88,339.6931763,87,333.8045959
12,3,10146,90,351.7666626,90,339.3555603
13,3,10146,87,349.9425354,86,339.0116272
14,3,10146,92,342.5,92,332.1956482
15,3,10146,85,624.5764771,86,626.8255615
16,3,10146,80,623.0875244,80,627.9500122
17,3,10146,60,609.0166626,61,613.7213135
10,4,10146,93,340.1397705,92,333.3478394
11,4,10146,93,339.1612854,92,332.5326233
12,4,10146,88,342.2045593,88,327.1022644
13,4,10146,89,358.1011353,89,337.0112305
14,4,10146,88,342.7386475,88,347.6022644
15,4,10146,92,618.206543,92,620.2174072
16,4,10146,83,623.3614502,84,629.5476074
17,4,10146,76,619.9736938,75,623.8266602
10,5,10146,96,324.1354065,96,331.7395935
17,3,10147,47,576.8297729,47,588.6595459
17,4,10147,50,578.3200073,52,593.8269043
10,3,10148,105,288.4857178,103,294.1747437
11,3,10148,89,278.4269714,89,280.9438171
12,3,10148,69,284.9710083,69,289.8405762
13,3,10148,87,263.4482727,89,276.8988647
14,3,10148,92,267.75,92,276.9891357
15,3,10148,86,583.8604736,86,589.1046753
16,3,10148,84,585.3928833,84,589.0
17,3,10148,52,577.5576782,52,593.0769043
10,4,10148,104,282.1826782,102,286.2745056
11,4,10148,110,288.4272766,111,288.9279175
12,4,10148,97,283.0412292,97,288.5567017
13,4,10148,73,284.3150635,73,299.2876587
14,4,10148,82,279.012207,82,292.6097412
15,4,10148,94,584.9574585,94,589.914917
16,4,10148,91,586.1758423,91,588.934082
17,4,10148,55,580.0908813,56,592.0714111
10,5,10148,111,289.4234314,110,285.6727295
11,5,10148,110,273.8818054,109,277.9449463
12,5,10148,103,279.2815552,102,291.6764832
13,5,10148,98,280.459198,98,292.4795837
14,5,10148,71,276.1408386,75,300.5066528
15,5,10148,83,581.5180664,85,589.7999878
16,5,10148,94,591.3723145,94,591.5638428
10,3,10149,93,272.2795715,91,272.3296814
11,3,10149,81,261.6666565,80,266.5874939
12,3,10149,61,264.6393433,61,271.7540894
13,3,10149,49,279.6530762,48,288.2083435
14,3,10149,37,269.5135193,35,282.2285767
15,3,10149,20,577.0499878,18,586.222229
16,3,10149,29,580.241394,30,575.3666382
17,3,10149,21,577.4761963,19,589.6315918
10,4,10149,99,271.9191895,98,280.663269
11,4,10149,96,278.40625,91,274.2637329
12,4,10149,83,265.3493958,81,268.3703613
13,4,10149,59,258.5932312,59,280.8983154
14,4,10149,55,288.4909058,54,295.2037048
15,4,10149,45,583.2666626,46,586.8043213
16,4,10149,30,586.0333252,27,583.8148193
17,4,10149,18,583.777771,17,598.4705811
11,5,10149,98,274.540802,96,285.2083435
12,5,10149,100,267.8099976,96,279.1770935
13,5,10149,89,268.7303467,92,280.5652161
14,5,10149,58,250.5689697,58,275.2758484
15,5,10149,59,588.5593262,60,595.0499878
16,5,10149,62,582.3064575,59,585.0508423
17,5,10149,34,570.0294189,31,590.0322876
13,0,10150,44,296.9318237,44,310.5
14,0,10150,40,285.4750061,41,293.2438965
15,0,10150,41,608.7561035,41,611.3414917
16,0,10150,33,607.5757446,34,607.2941284
17,0,10150,14,593.8571167,16,601.4375
13,1,10150,43,289.7209167,42,300.0714417
14,1,10150,36,298.5833435,38,302.8157959
15,1,10150,36,594.25,35,600.4857178
16,1,10150,43,609.3488159,41,607.487793
17,1,10150,25,586.7199707,27,595.222229
14,2,10150,30,299.6666565,30,300.7999878
15,2,10150,33,600.8485107,33,601.0908813
16,2,10150,26,607.4615479,28,610.3928833
17,2,10150,23,600.5217285,27,595.0740967
15,3,10150,20,596.0499878,20,595.5999756
16,3,10150,43,594.5814209,43,600.9767456
17,3,10150,49,590.9796143,52,601.0576782
16,4,10150,21,592.8095093,20,605.1500244
17,4,10150,42,598.3095093,42,605.166687
17,5,10150,12,574.583313,31,599.2580566
10,3,10151,53,294.1132202,53,294.1509399
11,3,10151,49,296.6734619,51,293.901947
12,3,10151,48,283.8125,48,289.8958435
13,3,10151,55,292.8181763,53,302.43396
14,3,10151,54,275.8148193,54,293.3333435
15,3,10151,53,589.9434204,53,595.1697998
16,3,10151,52,589.4807739,52,594.1153564
17,3,10151,51,580.3529663,52,592.8461304
10,4,10151,61,278.131134,61,294.7213135
11,4,10151,52,306.4615479,53,299.8867798
12,4,10151,56,287.03570560000003,55,291.0545349
13,4,10151,48,276.7708435,48,297.1875
14,4,10151,53,281.7358398,53,304.0377502
15,4,10151,55,590.0727539,54,596.555542
16,4,10151,53,587.2264404,53,595.9244995
17,4,10151,54,581.888916,55,600.2182007
10,5,10151,57,291.2105408,57,293.1052551
11,5,10151,60,298.6833191,59,301.2711792
12,5,10151,56,297.4464417,56,302.5
13,5,10151,56,281.8035583,56,303.0178528
14,5,10151,49,271.8571472,49,305.6734619
15,5,10151,57,598.7017822,57,600.175415
16,5,10151,51,586.5490112,51,598.333313
17,5,10151,49,586.2653198,49,594.6734619
10,0,10152,104,281.490387,100,275.6700134
11,0,10152,102,287.5097961,100,278.1900024
12,0,10152,108,284.0648193,103,284.2718506
13,0,10152,110,283.3818054,103,291.7087402
14,0,10152,110,288.9090881,109,285.8348694
15,0,10152,79,591.8860474,75,591.5599976
16,0,10152,68,598.6176758,59,594.8983154
17,0,10152,61,596.9835815,57,600.5614014
10,1,10152,117,273.4871826,110,276.9909058
11,1,10152,112,284.8035583,111,284.3243103
12,1,10152,98,282.6020508,95,287.7999878
13,1,10152,103,283.2718506,100,296.5100098
14,1,10152,105,265.7619019,101,284.1782227
15,1,10152,112,588.8928833,108,592.3240967
16,1,10152,82,593.8536377,77,589.7922363
17,1,10152,44,588.1363525,38,587.2894897
10,2,10152,92,277.0434875,90,286.0777893
11,2,10152,96,282.7291565,91,280.2197876
12,2,10152,76,292.3684082,77,284.337677
13,2,10152,89,302.1573181,81,286.9259338
14,2,10152,102,287.8529358,99,283.3030396
15,2,10152,90,587.2666626,89,590.4382324
16,2,10152,94,597.3616943,88,591.7954712
17,2,10152,70,594.4857178,64,595.375
10,0,10153,136,278.5882263,130,276.9307556
11,0,10153,111,286.2342224,110,276.8727417
12,0,10153,107,281.962616,104,268.3461609
13,0,10153,90,282.8444519,90,283.0444336
14,0,10153,64,299.03125,55,298.2181702
15,0,10153,116,590.5258789,109,591.4219971
16,0,10153,92,586.1087036,85,588.0117798
17,0,10153,57,586.3859863,55,586.7636108
10,1,10153,123,278.8617859,119,277.1008301
11,1,10153,122,278.368866,118,277.8135681
12,1,10153,107,276.8785095,98,281.0612183
13,1,10153,93,290.3440857,90,295.055542
14,1,10153,84,286.9166565,77,292.5324707
15,1,10153,74,591.7297363,68,590.8088379
16,1,10153,108,595.7592773,104,591.3557739
17,1,10153,60,577.7333374,57,581.0350952
10,2,10153,112,285.7946472,109,282.0917358
11,2,10153,94,278.8616943,90,275.2444458
12,2,10153,90,288.1777649,85,274.7058716
13,2,10153,76,287.5526428,69,275.0434875
14,2,10153,66,304.2424316,64,292.46875
15,2,10153,70,593.6428833,67,588.925354
16,2,10153,61,593.7705078,55,592.2908936
17,2,10153,60,588.6500244,58,590.5172119
10,0,10154,116,282.9827576,114,284.4473572
11,0,10154,88,279.8636475,85,281.6470642
12,0,10154,99,282.9090881,94,288.8829651
13,0,10154,93,274.6881714,88,285.7613525
14,0,10154,66,293.6818237,64,291.40625
15,0,10154,78,599.6923218,75,590.9199829
16,0,10154,82,597.7194824,74,590.9865112
17,0,10154,43,585.5349121,42,587.4285889
10,1,10154,95,292.9473572,87,282.5402222
11,1,10154,109,288.339447,106,277.9905701
12,1,10154,87,287.6551819,84,291.53570560000003
13,1,10154,92,277.2391357,91,289.1428528
14,1,10154,80,289.875,77,286.9480591
15,1,10154,62,597.4677124,61,591.6229248
16,1,10154,76,601.1447144,70,592.81427
17,1,10154,52,577.7692261,49,580.244873
10,2,10154,77,284.2467651,71,283.309845
11,2,10154,76,279.5921021,75,278.9066772
12,2,10154,79,293.1012573,77,277.71429439999997
13,2,10154,60,288.1833191,60,283.6333313
14,2,10154,81,295.7037048,75,287.4533386
15,2,10154,75,597.4666748,72,593.513916
16,2,10154,57,597.0877075,51,595.3137207
17,2,10154,67,585.4776001,66,588.5757446
10,0,10155,38,269.3421021,34,284.4411621
11,0,10155,37,288.783783,35,283.0
12,0,10155,44,283.9318237,41,281.0731812
13,0,10155,39,299.1794739,37,302.0810852
14,0,10155,30,323.5,29,302.4137878
15,0,10155,47,601.7446899,42,597.333313
16,0,10155,37,594.3783569,35,589.6286011
10,1,10155,37,269.9459534,32,268.21875
11,1,10155,45,273.2444458,39,265.4102478
12,1,10155,34,285.2352905,29,287.2758484
13,1,10155,39,272.0512695,37,292.1351318
14,1,10155,34,288.7647095,32,300.9375
15,1,10155,34,595.8823242,33,595.7879028
16,1,10155,46,587.8478394,43,588.9302368
10,2,10155,46,274.5,41,286.487793
11,2,10155,40,271.0,39,256.615387
12,2,10155,42,281.4047546,40,267.6000061
13,2,10155,32,300.4375,31,290.7742004
14,2,10155,32,266.1875,30,278.0333252
15,2,10155,33,584.2424316,32,588.8125
16,2,10155,36,599.388916,31,594.0645142
10,3,10155,52,296.115387,44,282.9545593
11,3,10155,51,289.6666565,49,273.3061218
12,3,10155,38,281.7105408,37,271.5405273
13,3,10155,49,274.4285583,49,271.6530762
14,3,10155,40,293.8500061,38,283.8421021
15,3,10155,37,588.1621704,35,588.0285645
16,3,10155,58,587.1551514,56,583.125
10,4,10155,61,286.0163879,59,273.5254211
11,4,10155,51,292.0588379,47,274.6383057
12,4,10155,48,294.375,48,272.875
13,4,10155,42,272.5714417,40,280.7250061
14,4,10155,47,268.7446899,45,282.1333313
15,4,10155,36,588.75,37,594.0810547
16,4,10155,44,586.1136475,40,591.3250122
10,5,10155,57,299.0350952,57,278.5263062
11,5,10155,57,301.6842041,56,271.8214417
12,5,10155,48,305.3541565,46,280.3695679
13,5,10155,43,307.1627808,42,295.1428528
14,5,10155,42,279.5476074,40,290.3999939
15,5,10155,47,586.3191528,46,585.6304321
16,5,10155,37,601.3783569,33,599.333313
10,0,10156,130,290.7538452,124,284.2903137
11,0,10156,148,300.0810852,146,289.4931641
12,0,10156,123,291.73172,122,280.868866
13,0,10156,102,307.4803772,101,298.2772217
14,0,10156,124,303.4032288,112,307.3928528
15,0,10156,91,594.1208496,90,590.5666504
16,0,10156,75,591.7866821,75,591.2133179
17,0,10156,60,584.916687,56,588.3214111
10,1,10156,140,296.8357239,139,290.4604187
11,1,10156,126,303.1111145,120,290.8333435
12,1,10156,133,299.0075073,128,289.234375
13,1,10156,113,293.495575,109,297.2293701
14,1,10156,104,295.9615479,98,297.21429439999997
15,1,10156,121,598.6776733,119,597.3361206
16,1,10156,86,596.5930176,85,593.4588013
17,1,10156,66,582.7727051,67,586.5223999
10,2,10156,118,284.1864319,109,285.4403687
11,2,10156,102,302.8725586,99,292.3737488
12,2,10156,95,308.2842102,92,293.6087036
13,2,10156,103,307.4271851,99,288.4242554
14,2,10156,89,290.8764038,84,285.8571472
15,2,10156,99,594.1818237,97,591.4020386
16,2,10156,100,602.2000122,98,596.3877563
17,2,10156,58,580.8965454,53,592.43396
10,0,10157,93,291.3548279,92,289.1087036
11,0,10157,99,293.4646606,92,285.2608643
12,0,10157,101,292.3168335,95,290.7157898
13,0,10157,111,284.8017883,107,295.4953308
14,0,10157,77,286.8831177,74,298.8919067
15,0,10157,89,591.5280762,85,593.5058594
16,0,10157,80,596.9375,78,596.7179565
17,0,10157,31,585.6774292,32,585.4375
10,1,10157,102,286.0392151,99,280.9797974
11,1,10157,100,287.1199951,96,288.8020935
12,1,10157,93,285.4301147,89,281.7528076
13,1,10157,93,288.8494568,92,296.2934875
14,1,10157,111,283.0450439,111,284.9279175
15,1,10157,80,585.7999878,74,593.0540771
16,1,10157,90,592.0222168,90,595.6221924
17,1,10157,30,582.5333252,27,586.666687
10,2,10157,81,282.9259338,75,283.1199951
11,2,10157,85,303.2823486,78,291.5384521
12,2,10157,80,294.125,75,288.6933289
13,2,10157,71,285.0422668,71,271.5211182
14,2,10157,88,297.1363525,86,293.8953552
15,2,10157,89,586.0449219,89,591.8764038
16,2,10157,65,586.4000244,61,591.147522
17,2,10157,43,590.7209473,40,603.1749878
10,3,10158,175,286.5314331,170,282.1117554
11,3,10158,158,288.759491,151,286.357605
12,3,10158,134,280.4179077,119,278.739502
13,3,10158,108,276.6481628,102,279.1568604
14,3,10158,64,266.6875,59,271.4576416
15,3,10158,70,584.4428711,66,586.3181763
16,3,10158,94,582.6702271,86,581.616272
17,3,10158,28,579.7142944,31,590.4838867
10,4,10158,185,281.2648621,179,280.960907
11,4,10158,186,288.6559143,177,287.5536804
12,4,10158,160,287.78125,152,283.7697449
13,4,10158,126,279.0396729,126,282.9047546
14,4,10158,101,277.0,97,291.3814392
15,4,10158,73,585.876709,72,586.625
16,4,10158,76,584.9342041,67,586.8656616
17,4,10158,61,584.7705078,55,594.6727295
10,5,10158,186,277.8978577,181,276.4475098
11,5,10158,180,280.7666626,174,280.3045959
12,5,10158,180,281.4777832,175,288.9599915
13,5,10158,163,284.2392578,153,297.9085083
14,5,10158,129,278.9767456,124,292.6048279
15,5,10158,86,592.7325439,106,593.9244995
16,5,10158,48,583.291687,74,591.7161865
17,5,10158,18,570.111084,59,589.8643799
10,0,10159,76,285.3815918,74,283.1621704
11,0,10159,85,282.4705811,82,276.6951294
12,0,10159,98,283.1530762,89,275.1348267
13,0,10159,94,273.4042664,92,281.7826233
14,0,10159,68,276.2352905,61,279.7377014
15,0,10159,69,591.1014404,63,588.5396729
16,0,10159,63,589.6031494,59,587.5254517
17,0,10159,41,592.7316895,38,594.8684082
10,1,10159,103,280.1747437,98,281.21429439999997
11,1,10159,79,289.5316467,74,282.4324341
12,1,10159,79,286.0506287,76,279.6578979
13,1,10159,93,269.5698853,90,283.8444519
14,1,10159,82,264.3902588,77,281.9350586
15,1,10159,65,588.0769043,63,588.444458
16,1,10159,71,587.9295654,64,589.4375
17,1,10159,31,579.2580566,29,584.9310303
10,2,10159,80,290.9624939,72,288.2361145
11,2,10159,88,294.5113525,80,274.7625122
12,2,10159,74,282.0675659,66,285.3030396
13,2,10159,58,289.6379395,57,275.9649048
14,2,10159,71,275.309845,70,273.8999939
15,2,10159,80,585.9749756,75,590.1066895
16,2,10159,59,594.6101685,56,588.7857056
17,2,10159,37,585.0,36,591.833313
14,0,10160,51,287.2352905,49,301.7550964
15,0,10160,59,599.0,58,594.0689697
16,0,10160,61,596.295105,58,598.9655151
17,0,10160,59,589.8135376,52,589.8269043
15,1,10160,51,591.9215698,53,601.5848999
16,1,10160,59,595.4745483,58,599.5516968
17,1,10160,45,593.111084,43,598.4418335
16,2,10160,46,590.043457,46,595.7825928
17,2,10160,31,605.7741699,34,615.0294189
10,0,10161,100,281.7900085,96,279.6979065
11,0,10161,108,276.9166565,103,273.9611511
12,0,10161,81,295.6543274,79,277.1265869
13,0,10161,68,292.0294189,67,286.5522461
14,0,10161,82,289.9146423,77,289.0259705
15,0,10161,77,596.3117065,67,591.2089844
16,0,10161,63,594.5079346,58,594.6724243
17,0,10161,61,592.8852539,56,592.8214111
10,1,10161,119,276.4369812,113,275.504425
11,1,10161,99,279.777771,94,282.5744629
12,1,10161,107,281.2710266,99,276.4949646
13,1,10161,83,285.3012085,79,291.0506287
14,1,10161,62,285.6774292,60,290.5666809
15,1,10161,81,587.111084,74,586.9729614
16,1,10161,84,589.6904907,76,589.9868164
17,1,10161,54,586.9259033,53,588.5471802
10,2,10161,83,285.2168579,78,284.9102478
11,2,10161,93,278.9892578,89,274.3707886
12,2,10161,92,280.8043518,83,271.397583
